,name,port_id,lat_port,lon_port,iso2,h3_5
310,KÖPENHAMN,4305,55.68332,12.5899,dk,599524488312258559
311,KÖPENHAMN,4305,55.68332,12.5899,dk,599524490459742207
52,KÖPING,989,59.55,16.01669,se,599131663087173631
312,KÖPING,989,59.55,16.01669,se,599131683488268287
313,KÖPING,989,59.55,16.01669,se,599128736066961407
314,KÖPING,989,59.55,16.01669,se,599131667382140927
315,KÖPING,989,59.55,16.01669,se,599131660939689983
316,KÖPING,989,59.55,16.01669,se,599131664160915455
317,KÖPING,989,59.55,16.01669,se,599131679193300991
53,LANDSKRONA,6312,55.8678,12.83,se,599527293999644671
318,LANDSKRONA,6312,55.8678,12.83,se,599526526274240511
319,LANDSKRONA,6312,55.8678,12.83,se,599524492607225855
320,LANDSKRONA,6312,55.8678,12.83,se,599526524126756863
321,LANDSKRONA,6312,55.8678,12.83,se,599527291852161023
322,LANDSKRONA,6312,55.8678,12.83,se,599527289704677375
323,LANDSKRONA,6312,55.8678,12.83,se,599527287557193727
54,LIDKÖPING,40042,58.5167,13.05118335,se,599131889646698495
324,LIDKÖPING,40042,58.5167,13.05118335,se,599131869245603839
325,LIDKÖPING,40042,58.5167,13.05118335,se,599131888572956671
326,LIDKÖPING,40042,58.5167,13.05118335,se,599131861729411071
327,LIDKÖPING,40042,58.5167,13.05118335,se,599131873540571135
328,LIDKÖPING,40042,58.5167,13.05118335,se,599131885351731199
329,LIDKÖPING,40042,58.5167,13.05118335,se,599131884277989375
9,LIEBAJA,24788,56.499,20.9839129,lv,599532153755140095
54,LIEBAJA,24788,56.499,20.9839129,lv,599532154828881919
55,LIEBAJA,24788,56.499,20.9839129,lv,599532155902623743
56,LIEBAJA,24788,56.499,20.9839129,lv,599532185967394815
57,LIEBAJA,24788,56.499,20.9839129,lv,599532187041136639
58,LIEBAJA,24788,56.499,20.9839129,lv,599532202073522175
59,LIEBAJA,24788,56.499,20.9839129,lv,599532149460172799
55,LILLA EDET,5053,58.1333,11895.11699,se,599131764018905087
330,LILLA EDET,5053,58.1333,11895.11699,se,599131770461356031
331,LILLA EDET,5053,58.1333,11895.11699,se,599131767240130559
332,LILLA EDET,5053,58.1333,11895.11699,se,599131768313872383
333,LILLA EDET,5053,58.1333,11895.11699,se,599131769387614207
334,LILLA EDET,5053,58.1333,11895.11699,se,599131766166388735
335,LILLA EDET,5053,58.1333,11895.11699,se,599131765092646911
2,LOKSA,81274125,59.5833,25.7,ee,599130167364812799
12,LOKSA,81274125,59.5833,25.7,ee,599281499463745535
13,LOKSA,81274125,59.5833,25.7,ee,599130169512296447
14,LOKSA,81274125,59.5833,25.7,ee,599130171659780095
15,LOKSA,81274125,59.5833,25.7,ee,599130151258685439
16,LOKSA,81274125,59.5833,25.7,ee,599130166291070975
17,LOKSA,81274125,59.5833,25.7,ee,599281501611229183
56,LOVIISA,213497901,60.44905,26.2526,fi,599280455786692607
336,LOVIISA,213497901,60.44905,26.2526,fi,599280462229143551
337,LOVIISA,213497901,60.44905,26.2526,fi,599280459007918079
338,LOVIISA,213497901,60.44905,26.2526,fi,599280460081659903
339,LOVIISA,213497901,60.44905,26.2526,fi,599280461155401727
340,LOVIISA,213497901,60.44905,26.2526,fi,599280457934176255
341,LOVIISA,213497901,60.44905,26.2526,fi,599280456860434431
57,LULEÅ,49490,65.58393,22.16689,se,599133129818505215
342,LULEÅ,49490,65.58393,22.16689,se,599133136260956159
343,LULEÅ,49490,65.58393,22.16689,se,599133133039730687
344,LULEÅ,49490,65.58393,22.16689,se,599133134113472511
345,LULEÅ,49490,65.58393,22.16689,se,599133135187214335
346,LULEÅ,49490,65.58393,22.16689,se,599133131965988863
347,LULEÅ,49490,65.58393,22.16689,se,599133130892247039
58,LYSEKIL,94,58.26658,11.43327,se,599147692978864127
348,LYSEKIL,94,58.26658,11.43327,se,599131915416502271
349,LYSEKIL,94,58.26658,11.43327,se,599131899310374911
350,LYSEKIL,94,58.26658,11.43327,se,599147689757638655
351,LYSEKIL,94,58.26658,11.43327,se,599147690831380479
352,LYSEKIL,94,58.26658,11.43327,se,599131914342760447
353,LYSEKIL,94,58.26658,11.43327,se,599147691905122303
138,Lappeenranta,75684,61.04925,28.249,fi,599280164802658303
828,Lappeenranta,75684,61.04925,28.249,fi,599280166950141951
829,Lappeenranta,75684,61.04925,28.249,fi,599280247480778751
830,Lappeenranta,75684,61.04925,28.249,fi,599280169097625599
831,Lappeenranta,75684,61.04925,28.249,fi,599280277545549823
832,Lappeenranta,75684,61.04925,28.249,fi,599280163728916479
833,Lappeenranta,75684,61.04925,28.249,fi,599280245333295103
59,LÄNSI,9217,59.522,10.773,no,599147615669452799
354,LÄNSI,9217,59.522,10.773,no,599147781025693695
355,LÄNSI,9217,59.522,10.773,no,599147627480612863
356,LÄNSI,9217,59.522,10.773,no,599147612448227327
357,LÄNSI,9217,59.522,10.773,no,599147613521969151
358,LÄNSI,9217,59.522,10.773,no,599147779951951871
359,LÄNSI,9217,59.522,10.773,no,599147614595710975
136,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128493401309183
816,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128521318596607
817,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128494475051007
818,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128497696276479
819,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128491253825535
820,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128513802403839
821,LÅNGNÄS,4325,60.1128418,20.2976938,fi,599128509507436543
60,LÖDÖSE,398,58.0401,12.149,se,599131912195276799
360,LÖDÖSE,398,58.0401,12.149,se,599131879983022079
361,LÖDÖSE,398,58.0401,12.149,se,599526700220415999
362,LÖDÖSE,398,58.0401,12.149,se,599131916490244095
363,LÖDÖSE,398,58.0401,12.149,se,599131910047793151
364,LÖDÖSE,398,58.0401,12.149,se,599526699146674175
365,LÖDÖSE,398,58.0401,12.149,se,599131913269018623
61,MALMÖ,932,55.616,13.0255,se,599524502270902271
366,MALMÖ,932,55.616,13.0255,se,599524490459742207
367,MALMÖ,932,55.616,13.0255,se,599524458247487487
368,MALMÖ,932,55.616,13.0255,se,599524488312258559
369,MALMÖ,932,55.616,13.0255,se,599524500123418623
370,MALMÖ,932,55.616,13.0255,se,599524497975934975
371,MALMÖ,932,55.616,13.0255,se,599524495828451327
62,MARIEHAMN,99,60.0949,19.934,fi,599128543867174911
372,MARIEHAMN,99,60.0949,19.934,fi,599128546014658559
373,MARIEHAMN,99,60.0949,19.934,fi,599128497696276479
374,MARIEHAMN,99,60.0949,19.934,fi,599128548162142207
375,MARIEHAMN,99,60.0949,19.934,fi,599128527761047551
376,MARIEHAMN,99,60.0949,19.934,fi,599128542793433087
377,MARIEHAMN,99,60.0949,19.934,fi,599128495548792831
63,MARIESTAD,4004,58.717,13.817,se,599131619063758847
378,MARIESTAD,4004,58.717,13.817,se,599131630874918911
379,MARIESTAD,4004,58.717,13.817,se,599131633022402559
380,MARIESTAD,4004,58.717,13.817,se,599131623358726143
381,MARIESTAD,4004,58.717,13.817,se,599131946555015167
382,MARIESTAD,4004,58.717,13.817,se,599131617990017023
383,MARIESTAD,4004,58.717,13.817,se,599131621211242495
151,MUSSALO,9421815,60.440214,26.75921,fi,599280212047298559
906,MUSSALO,9421815,60.440214,26.75921,fi,599280191646203903
907,MUSSALO,9421815,60.440214,26.75921,fi,599280210973556735
908,MUSSALO,9421815,60.440214,26.75921,fi,599280459007918079
909,MUSSALO,9421815,60.440214,26.75921,fi,599280195941171199
910,MUSSALO,9421815,60.440214,26.75921,fi,599280207752331263
911,MUSSALO,9421815,60.440214,26.75921,fi,599280206678589439
3,MUUGA,645,59.482,24.955,ee,599130142668750847
18,MUUGA,645,59.482,24.955,ee,599130170586038271
19,MUUGA,645,59.482,24.955,ee,599130143742492671
20,MUUGA,645,59.482,24.955,ee,599130146963718143
21,MUUGA,645,59.482,24.955,ee,599130140521267199
22,MUUGA,645,59.482,24.955,ee,599130163069845503
23,MUUGA,645,59.482,24.955,ee,599130158774878207
122,MÖNSTERÅS,9492214,57.1,16.56678,se,599527202731589631
732,MÖNSTERÅS,9492214,57.1,16.56678,se,599527214542749695
733,MÖNSTERÅS,9492214,57.1,16.56678,se,599527216690233343
734,MÖNSTERÅS,9492214,57.1,16.56678,se,599527207026556927
735,MÖNSTERÅS,9492214,57.1,16.56678,se,599527246755004415
736,MÖNSTERÅS,9492214,57.1,16.56678,se,599527201657847807
737,MÖNSTERÅS,9492214,57.1,16.56678,se,599527204879073279
65,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130327352344575
390,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130315541184511
391,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130283328929791
392,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130313393700863
393,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130325204860927
394,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130323057377279
395,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,599130320909893631
118,NOL,432124,57.917,12.066,se,599526694851706879
708,NOL,432124,57.917,12.066,se,599526701294157823
709,NOL,432124,57.917,12.066,se,599526698072932351
710,NOL,432124,57.917,12.066,se,599526699146674175
711,NOL,432124,57.917,12.066,se,599526700220415999
712,NOL,432124,57.917,12.066,se,599526696999190527
713,NOL,432124,57.917,12.066,se,599526695925448703
66,NORRKÖPING,1416,58.61,16.194,se,599131789788708863
396,NORRKÖPING,1416,58.61,16.194,se,599131796231159807
397,NORRKÖPING,1416,58.61,16.194,se,599131793009934335
398,NORRKÖPING,1416,58.61,16.194,se,599131794083676159
399,NORRKÖPING,1416,58.61,16.194,se,599131795157417983
400,NORRKÖPING,1416,58.61,16.194,se,599131791936192511
401,NORRKÖPING,1416,58.61,16.194,se,599131790862450687
67,NORRSUNDET,9593,60.9341,17.1671,se,599128628692779007
402,NORRSUNDET,9593,60.9341,17.1671,se,599128635135229951
403,NORRSUNDET,9593,60.9341,17.1671,se,599128631914004479
404,NORRSUNDET,9593,60.9341,17.1671,se,599128632987746303
405,NORRSUNDET,9593,60.9341,17.1671,se,599128634061488127
406,NORRSUNDET,9593,60.9341,17.1671,se,599128630840262655
407,NORRSUNDET,9593,60.9341,17.1671,se,599128629766520831
68,NYNÄSHAMN,953,58.9,17.95,se,599129777596530687
408,NYNÄSHAMN,953,58.9,17.95,se,599129765785370623
409,NYNÄSHAMN,953,58.9,17.95,se,599129733573115903
410,NYNÄSHAMN,953,58.9,17.95,se,599129763637886975
411,NYNÄSHAMN,953,58.9,17.95,se,599129775449047039
412,NYNÄSHAMN,953,58.9,17.95,se,599129773301563391
413,NYNÄSHAMN,953,58.9,17.95,se,599129771154079743
121,ORRSKÄR,84289,61.22,24.817172,fi,599280294725419007
726,ORRSKÄR,84289,61.22,24.817172,fi,599280315126513663
727,ORRSKÄR,84289,61.22,24.817172,fi,599280322642706431
728,ORRSKÄR,84289,61.22,24.817172,fi,599280299020386303
729,ORRSKÄR,84289,61.22,24.817172,fi,599280292577935359
730,ORRSKÄR,84289,61.22,24.817172,fi,599280310831546367
731,ORRSKÄR,84289,61.22,24.817172,fi,599280295799160831
69,OSKARSHAMN,12,57.25,16.45,se,599527207026556927
414,OSKARSHAMN,12,57.25,16.45,se,599527246755004415
415,OSKARSHAMN,12,57.25,16.45,se,599527205952815103
416,OSKARSHAMN,12,57.25,16.45,se,599527239238811647
417,OSKARSHAMN,12,57.25,16.45,se,599527251049971711
418,OSKARSHAMN,12,57.25,16.45,se,599527202731589631
419,OSKARSHAMN,12,57.25,16.45,se,599527201657847807
70,OSLO,403,59.9,10.784,no,599147610300743679
420,OSLO,403,59.9,10.784,no,599147598489583615
421,OSLO,403,59.9,10.784,no,599147626406871039
422,OSLO,403,59.9,10.784,no,599147596342099967
423,OSLO,403,59.9,10.784,no,599147608153260031
424,OSLO,403,59.9,10.784,no,599147606005776383
425,OSLO,403,59.9,10.784,no,599147603858292735
71,OTTERBÄCKEN,224,58.949,14.0294,se,599131631948660735
426,OTTERBÄCKEN,224,58.949,14.0294,se,599131955144949759
427,OTTERBÄCKEN,224,58.949,14.0294,se,599131630874918911
428,OTTERBÄCKEN,224,58.949,14.0294,se,599131947628756991
429,OTTERBÄCKEN,224,58.949,14.0294,se,599131959439917055
430,OTTERBÄCKEN,224,58.949,14.0294,se,599131627653693439
431,OTTERBÄCKEN,224,58.949,14.0294,se,599131626579951615
72,OULU,2140,65.0167,25.4667,fi,599133885732749311
432,OULU,2140,65.0167,25.4667,fi,599133892175200255
433,OULU,2140,65.0167,25.4667,fi,599133888953974783
434,OULU,2140,65.0167,25.4667,fi,599133890027716607
435,OULU,2140,65.0167,25.4667,fi,599133891101458431
436,OULU,2140,65.0167,25.4667,fi,599133887880232959
437,OULU,2140,65.0167,25.4667,fi,599133886806491135
73,OXELÖSUND,994,58.667,17.121,se,599131816632254463
438,OXELÖSUND,994,58.667,17.121,se,599129766859112447
439,OXELÖSUND,994,58.667,17.121,se,599131818779738111
440,OXELÖSUND,994,58.667,17.121,se,599131820927221759
441,OXELÖSUND,994,58.667,17.121,se,599131800526127103
442,OXELÖSUND,994,58.667,17.121,se,599131815558512639
443,OXELÖSUND,994,58.667,17.121,se,599129769006596095
5,PALDISKI,1274,59.33123,24.0829,ee,599129963353866239
30,PALDISKI,1274,59.33123,24.0829,ee,599130197429583871
31,PALDISKI,1274,59.33123,24.0829,ee,599130181323456511
32,PALDISKI,1274,59.33123,24.0829,ee,599129960132640767
33,PALDISKI,1274,59.33123,24.0829,ee,599129961206382591
34,PALDISKI,1274,59.33123,24.0829,ee,599130196355842047
35,PALDISKI,1274,59.33123,24.0829,ee,599129962280124415
74,PIETARSAARI,3+24442,63.684,22.7272,fi,599134114439757823
444,PIETARSAARI,3+24442,63.684,22.7272,fi,599134094038663167
445,PIETARSAARI,3+24442,63.684,22.7272,fi,599134113366015999
446,PIETARSAARI,3+24442,63.684,22.7272,fi,599136148106772479
447,PIETARSAARI,3+24442,63.684,22.7272,fi,599134098333630463
448,PIETARSAARI,3+24442,63.684,22.7272,fi,599134110144790527
449,PIETARSAARI,3+24442,63.684,22.7272,fi,599134109071048703
64,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599128888538300415
384,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599128856326045695
385,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599128889612042239
386,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599128892833267711
387,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599128886390816767
388,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599129261126713343
389,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,599129256831746047
117,PRIMORSK,45647,60.333233,28.667,ru,599278149389254655
702,PRIMORSK,45647,60.333233,28.667,ru,599278150462996479
703,PRIMORSK,45647,60.333233,28.667,ru,599278151536738303
704,PRIMORSK,45647,60.333233,28.667,ru,599280183056269311
705,PRIMORSK,45647,60.333233,28.667,ru,599280184130011135
706,PRIMORSK,45647,60.333233,28.667,ru,599281229954547711
707,PRIMORSK,45647,60.333233,28.667,ru,599278145094287359
137,Parainen,9949,60.3,22.394,fi,599130281181446143
822,Parainen,9949,60.3,22.394,fi,599130309098733567
823,Parainen,9949,60.3,22.394,fi,599130292992606207
824,Parainen,9949,60.3,22.394,fi,599130277960220671
825,Parainen,9949,60.3,22.394,fi,599130279033962495
826,Parainen,9949,60.3,22.394,fi,599130308024991743
827,Parainen,9949,60.3,22.394,fi,599130280107704319
144,Puhos,9246219,62.119,29.9171,fi,599281000173797375
864,Puhos,9246219,62.119,29.9171,fi,599278210592538623
865,Puhos,9246219,62.119,29.9171,fi,599281011984957439
866,Puhos,9246219,62.119,29.9171,fi,599280996952571903
867,Puhos,9246219,62.119,29.9171,fi,599280998026313727
868,Puhos,9246219,62.119,29.9171,fi,599278209518796799
869,Puhos,9246219,62.119,29.9171,fi,599280999100055551
6,PÄRNU,69319,58.3832999,24.549,ee,599130092202885119
36,PÄRNU,69319,58.3832999,24.549,ee,599531088603250687
37,PÄRNU,69319,58.3832999,24.549,ee,599531090750734335
38,PÄRNU,69319,58.3832999,24.549,ee,599130088981659647
39,PÄRNU,69319,58.3832999,24.549,ee,599130090055401471
40,PÄRNU,69319,58.3832999,24.549,ee,599130091129143295
41,PÄRNU,69319,58.3832999,24.549,ee,599130104014045183
75,RAAHE,3280995,64.6845,24.4836,fi,599134156315688959
450,RAAHE,3280995,64.6845,24.4836,fi,599134157389430783
451,RAAHE,3280995,64.6845,24.4836,fi,599134158463172607
452,RAAHE,3280995,64.6845,24.4836,fi,599134128398401535
453,RAAHE,3280995,64.6845,24.4836,fi,599134129472143359
454,RAAHE,3280995,64.6845,24.4836,fi,599134144504528895
455,RAAHE,3280995,64.6845,24.4836,fi,599134152020721663
77,RAUMA,89,61.1329,21.4995,fi,599129262200455167
462,RAUMA,89,61.1329,21.4995,fi,599129250389295103
463,RAUMA,89,61.1329,21.4995,fi,599129278306582527
464,RAUMA,89,61.1329,21.4995,fi,599129248241811455
465,RAUMA,89,61.1329,21.4995,fi,599129260052971519
466,RAUMA,89,61.1329,21.4995,fi,599129257905487871
467,RAUMA,89,61.1329,21.4995,fi,599129255758004223
78,RIGA,92248,56.9521,24.08341,lv,599530736415932415
468,RIGA,92248,56.9521,24.08341,lv,599530737489674239
469,RIGA,92248,56.9521,24.08341,lv,599530738563416063
470,RIGA,92248,56.9521,24.08341,lv,599530708498644991
471,RIGA,92248,56.9521,24.08341,lv,599530709572386815
472,RIGA,92248,56.9521,24.08341,lv,599530724604772351
473,RIGA,92248,56.9521,24.08341,lv,599530732120965119
135,RONEHAMN,42326,57.175,18.511,se,599129800145108991
810,RONEHAMN,42326,57.175,18.511,se,599129828062396415
811,RONEHAMN,42326,57.175,18.511,se,599129811956269055
812,RONEHAMN,42326,57.175,18.511,se,599129796923883519
813,RONEHAMN,42326,57.175,18.511,se,599129797997625343
814,RONEHAMN,42326,57.175,18.511,se,599129826988654591
815,RONEHAMN,42326,57.175,18.511,se,599129799071367167
79,RUNDVIK,4620,63.534,19.4449,se,599136399362359295
474,RUNDVIK,4620,63.534,19.4449,se,599136439090806783
475,RUNDVIK,4620,63.534,19.4449,se,599136398288617471
476,RUNDVIK,4620,63.534,19.4449,se,599136431574614015
477,RUNDVIK,4620,63.534,19.4449,se,599136443385774079
478,RUNDVIK,4620,63.534,19.4449,se,599136395067391999
479,RUNDVIK,4620,63.534,19.4449,se,599136393993650175
141,Ristiina,899872,61.467,27.2833,fi,599280044543574015
846,Ristiina,899872,61.467,27.2833,fi,599280262513164287
847,Ristiina,899872,61.467,27.2833,fi,599280264660647935
848,Ristiina,899872,61.467,27.2833,fi,599280048838541311
849,Ristiina,899872,61.467,27.2833,fi,599280028437446655
850,Ristiina,899872,61.467,27.2833,fi,599280043469832191
851,Ristiina,899872,61.467,27.2833,fi,599280046691057663
86,SAINT PETERSBURG,190,59.9344,30.322,ru,599278232067375103
516,SAINT PETERSBURG,190,59.9344,30.322,ru,599278234214858751
517,SAINT PETERSBURG,190,59.9344,30.322,ru,599278246026018815
518,SAINT PETERSBURG,190,59.9344,30.322,ru,599278236362342399
519,SAINT PETERSBURG,190,59.9344,30.322,ru,599278276090789887
520,SAINT PETERSBURG,190,59.9344,30.322,ru,599278230993633279
521,SAINT PETERSBURG,190,59.9344,30.322,ru,599278243878535167
8,SILLAMÄE,93482,59.3992,27.733042,ee,599281241765707775
48,SILLAMÄE,93482,59.3992,27.733042,ee,599281242839449599
49,SILLAMÄE,93482,59.3992,27.733042,ee,599281243913191423
50,SILLAMÄE,93482,59.3992,27.733042,ee,599281488726327295
51,SILLAMÄE,93482,59.3992,27.733042,ee,599281489800069119
52,SILLAMÄE,93482,59.3992,27.733042,ee,599281161235070975
53,SILLAMÄE,93482,59.3992,27.733042,ee,599281237470740479
80,SIMRISHAMN,350,55.567,14.36666,se,599526999794384895
480,SIMRISHAMN,350,55.567,14.36666,se,599527000868126719
481,SIMRISHAMN,350,55.567,14.36666,se,599527001941868543
482,SIMRISHAMN,350,55.567,14.36666,se,599527032006639615
483,SIMRISHAMN,350,55.567,14.36666,se,599527033080381439
484,SIMRISHAMN,350,55.567,14.36666,se,599527048112766975
485,SIMRISHAMN,350,55.567,14.36666,se,599526995499417599
81,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136227563667455
486,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136069723619327
487,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136226489925631
488,SKELLEFTEHAMN,1945,64.684,21.2518,se,599135993487949823
489,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136074018586623
490,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136223268700159
491,SKELLEFTEHAMN,1945,64.684,21.2518,se,599136222194958335
82,SKOGHALL,94486,59.317,13.4398,se,599131928301404159
492,SKOGHALL,94486,59.317,13.4398,se,599131940112564223
493,SKOGHALL,94486,59.317,13.4398,se,599131942260047871
494,SKOGHALL,94486,59.317,13.4398,se,599131932596371455
495,SKOGHALL,94486,59.317,13.4398,se,599131972324818943
496,SKOGHALL,94486,59.317,13.4398,se,599131927227662335
497,SKOGHALL,94486,59.317,13.4398,se,599131930448887807
83,SKUTSKÄR,848,60.6505,17.4171,se,599128645872648191
498,SKUTSKÄR,848,60.6505,17.4171,se,599128652315099135
499,SKUTSKÄR,848,60.6505,17.4171,se,599128649093873663
500,SKUTSKÄR,848,60.6505,17.4171,se,599128650167615487
501,SKUTSKÄR,848,60.6505,17.4171,se,599128651241357311
502,SKUTSKÄR,848,60.6505,17.4171,se,599128648020131839
503,SKUTSKÄR,848,60.6505,17.4171,se,599128646946390015
84,SKÖLDVIK,553,60.31,25.56622,fi,599280436459339775
504,SKÖLDVIK,553,60.31,25.56622,fi,599280484777721855
505,SKÖLDVIK,553,60.31,25.56622,fi,599280452565467135
506,SKÖLDVIK,553,60.31,25.56622,fi,599280482630238207
507,SKÖLDVIK,553,60.31,25.56622,fi,599280434311856127
508,SKÖLDVIK,553,60.31,25.56622,fi,599280432164372479
509,SKÖLDVIK,553,60.31,25.56622,fi,599280430016888831
85,SLITE,492,57.717,18.816,se,599129436146630655
510,SLITE,492,57.717,18.816,se,599129442589081599
511,SLITE,492,57.717,18.816,se,599129437220372479
512,SLITE,492,57.717,18.816,se,599129440441597951
513,SLITE,492,57.717,18.816,se,599129441515339775
514,SLITE,492,57.717,18.816,se,599129438294114303
515,SLITE,492,57.717,18.816,se,599129439367856127
131,STENUNGSUND,211239847,58.0835,11.8165,se,599131916490244095
786,STENUNGSUND,211239847,58.0835,11.8165,se,599526687335514111
787,STENUNGSUND,211239847,58.0835,11.8165,se,599526699146674175
788,STENUNGSUND,211239847,58.0835,11.8165,se,599526691630481407
789,STENUNGSUND,211239847,58.0835,11.8165,se,599131914342760447
790,STENUNGSUND,211239847,58.0835,11.8165,se,599131912195276799
791,STENUNGSUND,211239847,58.0835,11.8165,se,599131910047793151
120,STOCKA,958123,61.9042,17.35421,se,599131057496784895
720,STOCKA,958123,61.9042,17.35421,se,599131458002485247
721,STOCKA,958123,61.9042,17.35421,se,599131211041865727
722,STOCKA,958123,61.9042,17.35421,se,599131455855001599
723,STOCKA,958123,61.9042,17.35421,se,599131055349301247
724,STOCKA,958123,61.9042,17.35421,se,599131053201817599
725,STOCKA,958123,61.9042,17.35421,se,599131051054333951
87,STOCKHOLM,985,59.3179,18.061,se,599128723182059519
522,STOCKHOLM,985,59.3179,18.061,se,599128729624510463
523,STOCKHOLM,985,59.3179,18.061,se,599128726403284991
524,STOCKHOLM,985,59.3179,18.061,se,599128727477026815
525,STOCKHOLM,985,59.3179,18.061,se,599128728550768639
526,STOCKHOLM,985,59.3179,18.061,se,599128725329543167
527,STOCKHOLM,985,59.3179,18.061,se,599128724255801343
88,STORUGNS,7324723,57.83332,18.80421,se,599129437220372479
528,STORUGNS,7324723,57.83332,18.80421,se,599129388901990399
529,STORUGNS,7324723,57.83332,18.80421,se,599129391049474047
530,STORUGNS,7324723,57.83332,18.80421,se,599129441515339775
531,STORUGNS,7324723,57.83332,18.80421,se,599129421114245119
532,STORUGNS,7324723,57.83332,18.80421,se,599129436146630655
533,STORUGNS,7324723,57.83332,18.80421,se,599129439367856127
132,STRÅ,95772812,57.88,19.01642,se,599129391049474047
792,STRÅ,95772812,57.88,19.01642,se,599129439367856127
793,STRÅ,95772812,57.88,19.01642,se,599129407155601407
794,STRÅ,95772812,57.88,19.01642,se,599129437220372479
795,STRÅ,95772812,57.88,19.01642,se,599129388901990399
796,STRÅ,95772812,57.88,19.01642,se,599129386754506751
797,STRÅ,95772812,57.88,19.01642,se,599129384607023103
130,STRÖMSTAD,40421948,58.93,11.166841,se,599147787468144639
780,STRÖMSTAD,40421948,58.93,11.166841,se,599147755255889919
781,STRÖMSTAD,40421948,58.93,11.166841,se,599147739149762559
782,STRÖMSTAD,40421948,58.93,11.166841,se,599147784246919167
783,STRÖMSTAD,40421948,58.93,11.166841,se,599147785320660991
784,STRÖMSTAD,40421948,58.93,11.166841,se,599147754182148095
785,STRÖMSTAD,40421948,58.93,11.166841,se,599147786394402815
89,SUNDSVALL,938412,62.416612,17.333234,se,599131034948206591
534,SUNDSVALL,938412,62.416612,17.333234,se,599131046759366655
535,SUNDSVALL,938412,62.416612,17.333234,se,599131048906850303
536,SUNDSVALL,938412,62.416612,17.333234,se,599131039243173887
537,SUNDSVALL,938412,62.416612,17.333234,se,599131078971621375
538,SUNDSVALL,938412,62.416612,17.333234,se,599131033874464767
539,SUNDSVALL,938412,62.416612,17.333234,se,599131037095690239
90,SURTE,12980,57.8333128,12.016734,se,599526694851706879
540,SURTE,12980,57.8333128,12.016734,se,599526701294157823
541,SURTE,12980,57.8333128,12.016734,se,599526698072932351
542,SURTE,12980,57.8333128,12.016734,se,599526699146674175
543,SURTE,12980,57.8333128,12.016734,se,599526700220415999
544,SURTE,12980,57.8333128,12.016734,se,599526696999190527
545,SURTE,12980,57.8333128,12.016734,se,599526695925448703
142,Savonlinna,8474812,61.867,28.866,fi,599280237817102335
852,Savonlinna,8474812,61.867,28.866,fi,599281033459793919
853,Savonlinna,8474812,61.867,28.866,fi,599280236743360511
854,Savonlinna,8474812,61.867,28.866,fi,599280270029357055
855,Savonlinna,8474812,61.867,28.866,fi,599281037754761215
856,Savonlinna,8474812,61.867,28.866,fi,599280233522135039
857,Savonlinna,8474812,61.867,28.866,fi,599280232448393215
147,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280899242065919
882,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280878840971263
883,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280898168324095
884,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599133949083516927
885,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280883135938559
886,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280894947098623
887,Siilinjõrvi,1239479821,63.1038,27.75409,fi,599280893873356799
91,SÖDERHAMN,12812,61.3142,17.0812,se,599128672716193791
546,SÖDERHAMN,12812,61.3142,17.0812,se,599131227147993087
547,SÖDERHAMN,12812,61.3142,17.0812,se,599131229295476735
548,SÖDERHAMN,12812,61.3142,17.0812,se,599128677011161087
549,SÖDERHAMN,12812,61.3142,17.0812,se,599131474108612607
550,SÖDERHAMN,12812,61.3142,17.0812,se,599128671642451967
551,SÖDERHAMN,12812,61.3142,17.0812,se,599128674863677439
92,SÖDERTÄLJE,4299,59.2,17.832633238,se,599128729624510463
552,SÖDERTÄLJE,4299,59.2,17.832633238,se,599128717813350399
