,name,port_id,lat_port,lon_port,iso2,area,h3_5,h3_5_int
68,NYNÄSHAMN,953,58.9,17.95,se,baltic,850895bbfffffff,599129777596530687
408,NYNÄSHAMN,953,58.9,17.95,se,baltic,85089517fffffff,599129777596530687
409,NYNÄSHAMN,953,58.9,17.95,se,baltic,8508958ffffffff,599129777596530687
410,NYNÄSHAMN,953,58.9,17.95,se,baltic,850895b3fffffff,599129777596530687
411,NYNÄSHAMN,953,58.9,17.95,se,baltic,85089587fffffff,599129777596530687
412,NYNÄSHAMN,953,58.9,17.95,se,baltic,850895a3fffffff,599129777596530687
413,NYNÄSHAMN,953,58.9,17.95,se,baltic,850895abfffffff,599129777596530687
121,ORRSKÄR,84289,61.22,24.817172,fi,baltic,8511240bfffffff,599280294725419007
726,ORRSKÄR,84289,61.22,24.817172,fi,baltic,8511240ffffffff,599280294725419007
727,ORRSKÄR,84289,61.22,24.817172,fi,baltic,8511241bfffffff,599280294725419007
728,ORRSKÄR,84289,61.22,24.817172,fi,baltic,85112447fffffff,599280294725419007
729,ORRSKÄR,84289,61.22,24.817172,fi,baltic,85112403fffffff,599280294725419007
730,ORRSKÄR,84289,61.22,24.817172,fi,baltic,85112473fffffff,599280294725419007
731,ORRSKÄR,84289,61.22,24.817172,fi,baltic,85112457fffffff,599280294725419007
69,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2d17fffffff,599527207026556927
414,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2dabfffffff,599527207026556927
415,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2d8ffffffff,599527207026556927
416,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2d03fffffff,599527207026556927
417,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2d07fffffff,599527207026556927
418,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2dbbfffffff,599527207026556927
419,OSKARSHAMN,12,57.25,16.45,se,baltic,851f2d13fffffff,599527207026556927
70,OSLO,403,59.9,10.784,no,baltic,8509993bfffffff,599147610300743679
420,OSLO,403,59.9,10.784,no,baltic,85099933fffffff,599147610300743679
421,OSLO,403,59.9,10.784,no,baltic,8509990ffffffff,599147610300743679
422,OSLO,403,59.9,10.784,no,baltic,85099977fffffff,599147610300743679
423,OSLO,403,59.9,10.784,no,baltic,85099923fffffff,599147610300743679
424,OSLO,403,59.9,10.784,no,baltic,85099907fffffff,599147610300743679
425,OSLO,403,59.9,10.784,no,baltic,8509992bfffffff,599147610300743679
71,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b0b7fffffff,599131631948660735
426,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b54ffffffff,599131631948660735
427,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b57bfffffff,599131631948660735
428,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b56bfffffff,599131631948660735
429,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b0a3fffffff,599131631948660735
430,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b0a7fffffff,599131631948660735
431,OTTERBÄCKEN,224,58.949,14.0294,se,baltic,8508b0b3fffffff,599131631948660735
72,OULU,2140,65.0167,25.4667,fi,baltic,8508d183fffffff,599133885732749311
432,OULU,2140,65.0167,25.4667,fi,baltic,8508d197fffffff,599133885732749311
433,OULU,2140,65.0167,25.4667,fi,baltic,8508d193fffffff,599133885732749311
434,OULU,2140,65.0167,25.4667,fi,baltic,8508d187fffffff,599133885732749311
435,OULU,2140,65.0167,25.4667,fi,baltic,8508d18ffffffff,599133885732749311
436,OULU,2140,65.0167,25.4667,fi,baltic,8508d19bfffffff,599133885732749311
437,OULU,2140,65.0167,25.4667,fi,baltic,8508d18bfffffff,599133885732749311
73,OXELÖSUND,994,58.667,17.121,se,baltic,8508b367fffffff,599131816632254463
438,OXELÖSUND,994,58.667,17.121,se,baltic,8508b36ffffffff,599131816632254463
439,OXELÖSUND,994,58.667,17.121,se,baltic,8508959bfffffff,599131816632254463
440,OXELÖSUND,994,58.667,17.121,se,baltic,8508b32bfffffff,599131816632254463
441,OXELÖSUND,994,58.667,17.121,se,baltic,8508b363fffffff,599131816632254463
442,OXELÖSUND,994,58.667,17.121,se,baltic,85089593fffffff,599131816632254463
443,OXELÖSUND,994,58.667,17.121,se,baltic,8508b377fffffff,599131816632254463
5,PALDISKI,1274,59.33123,24.0829,ee,baltic,8508986ffffffff,599129963353866239
30,PALDISKI,1274,59.33123,24.0829,ee,baltic,85089bd3fffffff,599129963353866239
31,PALDISKI,1274,59.33123,24.0829,ee,baltic,85089867fffffff,599129963353866239
32,PALDISKI,1274,59.33123,24.0829,ee,baltic,85089863fffffff,599129963353866239
33,PALDISKI,1274,59.33123,24.0829,ee,baltic,85089bd7fffffff,599129963353866239
34,PALDISKI,1274,59.33123,24.0829,ee,baltic,8508986bfffffff,599129963353866239
35,PALDISKI,1274,59.33123,24.0829,ee,baltic,85089b9bfffffff,599129963353866239
74,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d4d7fffffff,599134114439757823
444,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d4c3fffffff,599134114439757823
445,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d48bfffffff,599134114439757823
446,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508f26ffffffff,599134114439757823
447,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d4d3fffffff,599134114439757823
448,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d4c7fffffff,599134114439757823
449,PIETARSAARI,3+24442,63.684,22.7272,fi,baltic,8508d49bfffffff,599134114439757823
64,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,850888cbfffffff,599128888538300415
384,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,85088e27fffffff,599128888538300415
385,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,85088e37fffffff,599128888538300415
386,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,85088853fffffff,599128888538300415
387,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,850888cffffffff,599128888538300415
388,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,850888c3fffffff,599128888538300415
389,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,baltic,850888dbfffffff,599128888538300415
117,PRIMORSK,45647,60.333233,28.667,ru,baltic,851104d3fffffff,599278149389254655
702,PRIMORSK,45647,60.333233,28.667,ru,baltic,8511226bfffffff,599278149389254655
703,PRIMORSK,45647,60.333233,28.667,ru,baltic,851104dbfffffff,599278149389254655
704,PRIMORSK,45647,60.333233,28.667,ru,baltic,851104c3fffffff,599278149389254655
705,PRIMORSK,45647,60.333233,28.667,ru,baltic,851104d7fffffff,599278149389254655
706,PRIMORSK,45647,60.333233,28.667,ru,baltic,851131a7fffffff,599278149389254655
707,PRIMORSK,45647,60.333233,28.667,ru,baltic,8511226ffffffff,599278149389254655
137,Parainen,9949,60.3,22.394,fi,baltic,85089d0ffffffff,599130281181446143
822,Parainen,9949,60.3,22.394,fi,baltic,85089d0bfffffff,599130281181446143
823,Parainen,9949,60.3,22.394,fi,baltic,85089d07fffffff,599130281181446143
824,Parainen,9949,60.3,22.394,fi,baltic,85089d73fffffff,599130281181446143
825,Parainen,9949,60.3,22.394,fi,baltic,85089d03fffffff,599130281181446143
826,Parainen,9949,60.3,22.394,fi,baltic,85089d3bfffffff,599130281181446143
827,Parainen,9949,60.3,22.394,fi,baltic,85089d77fffffff,599130281181446143
144,Puhos,9246219,62.119,29.9171,fi,baltic,85112e4ffffffff,599281000173797375
864,Puhos,9246219,62.119,29.9171,fi,baltic,85112e47fffffff,599281000173797375
865,Puhos,9246219,62.119,29.9171,fi,baltic,851105b7fffffff,599281000173797375
866,Puhos,9246219,62.119,29.9171,fi,baltic,851105b3fffffff,599281000173797375
867,Puhos,9246219,62.119,29.9171,fi,baltic,85112e4bfffffff,599281000173797375
868,Puhos,9246219,62.119,29.9171,fi,baltic,85112e43fffffff,599281000173797375
869,Puhos,9246219,62.119,29.9171,fi,baltic,85112e7bfffffff,599281000173797375
6,PÄRNU,69319,58.3832999,24.549,ee,baltic,85089a4ffffffff,599130092202885119
36,PÄRNU,69319,58.3832999,24.549,ee,baltic,85089a7bfffffff,599130092202885119
37,PÄRNU,69319,58.3832999,24.549,ee,baltic,851f6593fffffff,599130092202885119
38,PÄRNU,69319,58.3832999,24.549,ee,baltic,85089a43fffffff,599130092202885119
39,PÄRNU,69319,58.3832999,24.549,ee,baltic,851f659bfffffff,599130092202885119
40,PÄRNU,69319,58.3832999,24.549,ee,baltic,85089a4bfffffff,599130092202885119
41,PÄRNU,69319,58.3832999,24.549,ee,baltic,85089a47fffffff,599130092202885119
75,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d573fffffff,599134156315688959
450,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d50ffffffff,599134156315688959
451,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d577fffffff,599134156315688959
452,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d563fffffff,599134156315688959
453,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d50bfffffff,599134156315688959
454,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d547fffffff,599134156315688959
455,RAAHE,3280995,64.6845,24.4836,fi,baltic,8508d57bfffffff,599134156315688959
77,RAUMA,89,61.1329,21.4995,fi,baltic,85088e3bfffffff,599129262200455167
462,RAUMA,89,61.1329,21.4995,fi,baltic,85088e07fffffff,599129262200455167
463,RAUMA,89,61.1329,21.4995,fi,baltic,85088e23fffffff,599129262200455167
464,RAUMA,89,61.1329,21.4995,fi,baltic,85088e0ffffffff,599129262200455167
465,RAUMA,89,61.1329,21.4995,fi,baltic,85088e2bfffffff,599129262200455167
466,RAUMA,89,61.1329,21.4995,fi,baltic,85088e33fffffff,599129262200455167
467,RAUMA,89,61.1329,21.4995,fi,baltic,85088e77fffffff,599129262200455167
78,RIGA,92248,56.9521,24.08341,lv,baltic,851f6073fffffff,599530736415932415
468,RIGA,92248,56.9521,24.08341,lv,baltic,851f600bfffffff,599530736415932415
469,RIGA,92248,56.9521,24.08341,lv,baltic,851f600ffffffff,599530736415932415
470,RIGA,92248,56.9521,24.08341,lv,baltic,851f607bfffffff,599530736415932415
471,RIGA,92248,56.9521,24.08341,lv,baltic,851f6063fffffff,599530736415932415
472,RIGA,92248,56.9521,24.08341,lv,baltic,851f6047fffffff,599530736415932415
473,RIGA,92248,56.9521,24.08341,lv,baltic,851f6077fffffff,599530736415932415
135,RONEHAMN,42326,57.175,18.511,se,baltic,8508960ffffffff,599129800145108991
810,RONEHAMN,42326,57.175,18.511,se,baltic,85089607fffffff,599129800145108991
811,RONEHAMN,42326,57.175,18.511,se,baltic,85089603fffffff,599129800145108991
812,RONEHAMN,42326,57.175,18.511,se,baltic,8508963bfffffff,599129800145108991
813,RONEHAMN,42326,57.175,18.511,se,baltic,85089677fffffff,599129800145108991
814,RONEHAMN,42326,57.175,18.511,se,baltic,85089673fffffff,599129800145108991
815,RONEHAMN,42326,57.175,18.511,se,baltic,8508960bfffffff,599129800145108991
79,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f617fffffff,599136399362359295
474,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f6abfffffff,599136399362359295
475,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f603fffffff,599136399362359295
476,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f613fffffff,599136399362359295
477,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f607fffffff,599136399362359295
478,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f6bbfffffff,599136399362359295
479,RUNDVIK,4620,63.534,19.4449,se,baltic,8508f68ffffffff,599136399362359295
141,Ristiina,899872,61.467,27.2833,fi,baltic,85112067fffffff,599280044543574015
846,Ristiina,899872,61.467,27.2833,fi,baltic,85112077fffffff,599280044543574015
847,Ristiina,899872,61.467,27.2833,fi,baltic,85112063fffffff,599280044543574015
848,Ristiina,899872,61.467,27.2833,fi,baltic,8511202bfffffff,599280044543574015
849,Ristiina,899872,61.467,27.2833,fi,baltic,85112393fffffff,599280044543574015
850,Ristiina,899872,61.467,27.2833,fi,baltic,8511239bfffffff,599280044543574015
851,Ristiina,899872,61.467,27.2833,fi,baltic,8511206ffffffff,599280044543574015
86,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,85110607fffffff,599278232067375103
516,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,8511063bfffffff,599278232067375103
517,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,8511060ffffffff,599278232067375103
518,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,851106abfffffff,599278232067375103
519,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,85110603fffffff,599278232067375103
520,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,85110617fffffff,599278232067375103
521,SAINT PETERSBURG,190,59.9344,30.322,ru,baltic,85110633fffffff,599278232067375103
8,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,851131d3fffffff,599281241765707775
48,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,851131d7fffffff,599281241765707775
49,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,8511356bfffffff,599281241765707775
50,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,851131dbfffffff,599281241765707775
51,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,851131c3fffffff,599281241765707775
52,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,8511356ffffffff,599281241765707775
53,SILLAMÄE,93482,59.3992,27.733042,ee,baltic,851130a7fffffff,599281241765707775
80,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a13fffffff,599526999794384895
480,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a8bfffffff,599526999794384895
481,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a1bfffffff,599526999794384895
482,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a8ffffffff,599526999794384895
483,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a17fffffff,599526999794384895
484,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2a03fffffff,599526999794384895
485,SIMRISHAMN,350,55.567,14.36666,se,baltic,851f2ac7fffffff,599526999794384895
81,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f397fffffff,599136227563667455
486,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f15bfffffff,599136227563667455
487,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f383fffffff,599136227563667455
488,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f387fffffff,599136227563667455
489,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f393fffffff,599136227563667455
490,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f02ffffffff,599136227563667455
491,SKELLEFTEHAMN,1945,64.684,21.2518,se,baltic,8508f14bfffffff,599136227563667455
82,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b507fffffff,599131928301404159
492,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b517fffffff,599131928301404159
493,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b533fffffff,599131928301404159
494,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b503fffffff,599131928301404159
495,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b5abfffffff,599131928301404159
496,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b53bfffffff,599131928301404159
497,SKOGHALL,94486,59.317,13.4398,se,baltic,8508b50ffffffff,599131928301404159
83,SKUTSKÄR,848,60.6505,17.4171,se,baltic,85088543fffffff,599128645872648191
498,SKUTSKÄR,848,60.6505,17.4171,se,baltic,85088557fffffff,599128645872648191
499,SKUTSKÄR,848,60.6505,17.4171,se,baltic,8508854bfffffff,599128645872648191
500,SKUTSKÄR,848,60.6505,17.4171,se,baltic,85088553fffffff,599128645872648191
501,SKUTSKÄR,848,60.6505,17.4171,se,baltic,8508854ffffffff,599128645872648191
502,SKUTSKÄR,848,60.6505,17.4171,se,baltic,8508855bfffffff,599128645872648191
503,SKUTSKÄR,848,60.6505,17.4171,se,baltic,85088547fffffff,599128645872648191
84,SKÖLDVIK,553,60.31,25.56622,fi,baltic,8511261bfffffff,599280436459339775
504,SKÖLDVIK,553,60.31,25.56622,fi,baltic,85112613fffffff,599280436459339775
505,SKÖLDVIK,553,60.31,25.56622,fi,baltic,851126c7fffffff,599280436459339775
506,SKÖLDVIK,553,60.31,25.56622,fi,baltic,851126cffffffff,599280436459339775
507,SKÖLDVIK,553,60.31,25.56622,fi,baltic,85112603fffffff,599280436459339775
508,SKÖLDVIK,553,60.31,25.56622,fi,baltic,8511260bfffffff,599280436459339775
509,SKÖLDVIK,553,60.31,25.56622,fi,baltic,85112657fffffff,599280436459339775
85,SLITE,492,57.717,18.816,se,baltic,850890c3fffffff,599129436146630655
510,SLITE,492,57.717,18.816,se,baltic,850890d3fffffff,599129436146630655
511,SLITE,492,57.717,18.816,se,baltic,850890cffffffff,599129436146630655
512,SLITE,492,57.717,18.816,se,baltic,850890d7fffffff,599129436146630655
513,SLITE,492,57.717,18.816,se,baltic,850890c7fffffff,599129436146630655
514,SLITE,492,57.717,18.816,se,baltic,850890dbfffffff,599129436146630655
515,SLITE,492,57.717,18.816,se,baltic,850890cbfffffff,599129436146630655
131,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,8508b4dbfffffff,599131916490244095
786,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,8508b4cbfffffff,599131916490244095
787,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,851f2597fffffff,599131916490244095
788,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,8508b4d3fffffff,599131916490244095
789,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,851f25b3fffffff,599131916490244095
790,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,851f2587fffffff,599131916490244095
791,STENUNGSUND,211239847,58.0835,11.8165,se,baltic,8508b4c3fffffff,599131916490244095
120,STOCKA,958123,61.9042,17.35421,se,baltic,8508a85bfffffff,599131057496784895
720,STOCKA,958123,61.9042,17.35421,se,baltic,8508ae27fffffff,599131057496784895
721,STOCKA,958123,61.9042,17.35421,se,baltic,8508ae2ffffffff,599131057496784895
722,STOCKA,958123,61.9042,17.35421,se,baltic,8508a853fffffff,599131057496784895
723,STOCKA,958123,61.9042,17.35421,se,baltic,8508a843fffffff,599131057496784895
724,STOCKA,958123,61.9042,17.35421,se,baltic,8508a84bfffffff,599131057496784895
725,STOCKA,958123,61.9042,17.35421,se,baltic,8508aa97fffffff,599131057496784895
87,STOCKHOLM,985,59.3179,18.061,se,baltic,85088663fffffff,599128723182059519
522,STOCKHOLM,985,59.3179,18.061,se,baltic,8508866bfffffff,599128723182059519
523,STOCKHOLM,985,59.3179,18.061,se,baltic,85088673fffffff,599128723182059519
524,STOCKHOLM,985,59.3179,18.061,se,baltic,8508866ffffffff,599128723182059519
525,STOCKHOLM,985,59.3179,18.061,se,baltic,8508867bfffffff,599128723182059519
526,STOCKHOLM,985,59.3179,18.061,se,baltic,85088667fffffff,599128723182059519
527,STOCKHOLM,985,59.3179,18.061,se,baltic,85088677fffffff,599128723182059519
88,STORUGNS,7324723,57.83332,18.80421,se,baltic,850890c7fffffff,599129437220372479
528,STORUGNS,7324723,57.83332,18.80421,se,baltic,8508901bfffffff,599129437220372479
529,STORUGNS,7324723,57.83332,18.80421,se,baltic,8508908bfffffff,599129437220372479
530,STORUGNS,7324723,57.83332,18.80421,se,baltic,850890cffffffff,599129437220372479
531,STORUGNS,7324723,57.83332,18.80421,se,baltic,85089013fffffff,599129437220372479
532,STORUGNS,7324723,57.83332,18.80421,se,baltic,850890d7fffffff,599129437220372479
533,STORUGNS,7324723,57.83332,18.80421,se,baltic,850890c3fffffff,599129437220372479
132,STRÅ,95772812,57.88,19.01642,se,baltic,8508901bfffffff,599129391049474047
792,STRÅ,95772812,57.88,19.01642,se,baltic,85089003fffffff,599129391049474047
793,STRÅ,95772812,57.88,19.01642,se,baltic,850890cffffffff,599129391049474047
794,STRÅ,95772812,57.88,19.01642,se,baltic,85089013fffffff,599129391049474047
795,STRÅ,95772812,57.88,19.01642,se,baltic,850890c7fffffff,599129391049474047
796,STRÅ,95772812,57.88,19.01642,se,baltic,8508900bfffffff,599129391049474047
797,STRÅ,95772812,57.88,19.01642,se,baltic,85089057fffffff,599129391049474047
130,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099bcffffffff,599147787468144639
780,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099b1bfffffff,599147787468144639
781,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099b57fffffff,599147787468144639
782,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099b53fffffff,599147787468144639
783,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099bc7fffffff,599147787468144639
784,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099bcbfffffff,599147787468144639
785,STRÖMSTAD,40421948,58.93,11.166841,se,baltic,85099bc3fffffff,599147787468144639
89,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a807fffffff,599131034948206591
534,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a833fffffff,599131034948206591
535,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a803fffffff,599131034948206591
536,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a83bfffffff,599131034948206591
537,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a817fffffff,599131034948206591
538,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a8abfffffff,599131034948206591
539,SUNDSVALL,938412,62.416612,17.333234,se,baltic,8508a80ffffffff,599131034948206591
90,SURTE,12980,57.8333128,12.016734,se,baltic,851f25a3fffffff,599526694851706879
540,SURTE,12980,57.8333128,12.016734,se,baltic,851f25abfffffff,599526694851706879
541,SURTE,12980,57.8333128,12.016734,se,baltic,851f25affffffff,599526694851706879
542,SURTE,12980,57.8333128,12.016734,se,baltic,851f25a7fffffff,599526694851706879
543,SURTE,12980,57.8333128,12.016734,se,baltic,851f25bbfffffff,599526694851706879
544,SURTE,12980,57.8333128,12.016734,se,baltic,851f25b3fffffff,599526694851706879
545,SURTE,12980,57.8333128,12.016734,se,baltic,851f25b7fffffff,599526694851706879
142,Savonlinna,8474812,61.867,28.866,fi,baltic,85112337fffffff,599280237817102335
852,Savonlinna,8474812,61.867,28.866,fi,baltic,851123affffffff,599280237817102335
853,Savonlinna,8474812,61.867,28.866,fi,baltic,85112327fffffff,599280237817102335
854,Savonlinna,8474812,61.867,28.866,fi,baltic,85112323fffffff,599280237817102335
855,Savonlinna,8474812,61.867,28.866,fi,baltic,85112edbfffffff,599280237817102335
856,Savonlinna,8474812,61.867,28.866,fi,baltic,85112333fffffff,599280237817102335
857,Savonlinna,8474812,61.867,28.866,fi,baltic,85112ecbfffffff,599280237817102335
147,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112cd7fffffff,599280899242065919
882,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112c8bfffffff,599280899242065919
883,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112cc7fffffff,599280899242065919
884,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112c9bfffffff,599280899242065919
885,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,8508d26ffffffff,599280899242065919
886,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112cc3fffffff,599280899242065919
887,Siilinjõrvi,1239479821,63.1038,27.75409,fi,baltic,85112cd3fffffff,599280899242065919
91,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,850885a7fffffff,599128672716193791
546,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,8508ae6bfffffff,599128672716193791
547,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,8508aad3fffffff,599128672716193791
548,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,850885a3fffffff,599128672716193791
549,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,850885affffffff,599128672716193791
550,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,850885b7fffffff,599128672716193791
551,SÖDERHAMN,12812,61.3142,17.0812,se,baltic,8508aadbfffffff,599128672716193791
92,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,8508867bfffffff,599128729624510463
552,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,8508866bfffffff,599128729624510463
553,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,85088647fffffff,599128729624510463
554,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,85088673fffffff,599128729624510463
555,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,85088663fffffff,599128729624510463
556,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,850895b7fffffff,599128729624510463
557,SÖDERTÄLJE,4299,59.2,17.832633238,se,baltic,8508864ffffffff,599128729624510463
93,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f285bfffffff,599526881682784255
558,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f2e2ffffffff,599526881682784255
559,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f2a97fffffff,599526881682784255
560,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f284bfffffff,599526881682784255
561,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f2843fffffff,599526881682784255
562,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f2e27fffffff,599526881682784255
563,SÖLVESBORG,8312,56.0508,14.583321,se,baltic,851f2853fffffff,599526881682784255
94,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a83bfffffff,599131048906850303
564,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a833fffffff,599131048906850303
565,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a823fffffff,599131048906850303
566,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a82bfffffff,599131048906850303
567,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a807fffffff,599131048906850303
568,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a877fffffff,599131048906850303
569,SÖRÅKER,587,62.51978,17.5134,se,baltic,8508a80ffffffff,599131048906850303
150,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d47fffffff,599130296213831679
900,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d4ffffffff,599130296213831679
901,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d7bfffffff,599130296213831679
902,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d0bfffffff,599130296213831679
903,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d43fffffff,599130296213831679
904,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d73fffffff,599130296213831679
905,TAALINTEHDAS,9112,60.017,22.50832,fi,baltic,85089d57fffffff,599130296213831679
95,TALLIN,24325,59.42538,24.74848,ee,baltic,85089b1bfffffff,599130146963718143
570,TALLIN,24325,59.42538,24.74848,ee,baltic,85089bcffffffff,599130146963718143
571,TALLIN,24325,59.42538,24.74848,ee,baltic,85089b0bfffffff,599130146963718143
572,TALLIN,24325,59.42538,24.74848,ee,baltic,85089b03fffffff,599130146963718143
573,TALLIN,24325,59.42538,24.74848,ee,baltic,85089bc7fffffff,599130146963718143
574,TALLIN,24325,59.42538,24.74848,ee,baltic,85089b57fffffff,599130146963718143
575,TALLIN,24325,59.42538,24.74848,ee,baltic,85089b13fffffff,599130146963718143
